,duration,id,sentences,timestamps
1,56.68,v_C6OmnTWhsEc, The man brings the recorder to his right nostril.,"[2.55, 5.1]"
2,56.68,v_C6OmnTWhsEc, The man begins to play the recorder.,"[5.38, 52.71]"
3,56.68,v_C6OmnTWhsEc," The scene cuts to the man, having finished playing, bowing while touching his nipples.","[53, 56.68]"
0,114.85,v_4VVIFV6XmKo,Two men are in a small gym boxing and fighting one another.,"[0, 51.11]"
1,114.85,v_4VVIFV6XmKo,They continue fighting and hitting one another as a person stands in the corner showing them.,"[51.68, 98.19]"
2,114.85,v_4VVIFV6XmKo,"After some time,they finish fighting and stand still across from one another in the gym.","[98.19, 114.85]"
0,232.99,v_yslzj3NGuLU,"A woman removes the snow on the top of a car using a brush, also removes snow on the side windows and back window.","[10.48, 133.97]"
1,232.99,v_yslzj3NGuLU," After, the woman continues taking snow from the hood of the car and the front window that has a lot of snow.","[133.97, 232.99]"
0,212.65,v_-2VNLsk1s34,A large man is seen stepping up into a circle and throws several shot puts off into the distance.,"[0, 60.6]"
1,212.65,v_-2VNLsk1s34, Several more men are seen stepping up to the circle throwing a shot put off into the distance.,"[51.04, 132.91]"
2,212.65,v_-2VNLsk1s34, People in the audience are seen cheering to one another as their scores are shown in the end.,"[141.41, 203.08]"
0,206.56,v_RhsCYNiAaV8,Title cards flash across the screen.,"[0, 6.2]"
1,206.56,v_RhsCYNiAaV8, Images of rafts are shown.,"[6.2, 18.59]"
2,206.56,v_RhsCYNiAaV8, We see people sitting in their raft then start rowing.,"[21.69, 30.98]"
3,206.56,v_RhsCYNiAaV8, A waterfall spills into the raft.,"[30.98, 41.31]"
4,206.56,v_RhsCYNiAaV8, Two boats of rafters raft down a river.,"[30.98, 160.08]"
5,206.56,v_RhsCYNiAaV8, The first boat splashes the rear boat.,"[58.87, 64.03]"
6,206.56,v_RhsCYNiAaV8, The rafters splash each other.,"[105.34, 120.83]"
7,206.56,v_RhsCYNiAaV8, A raft turns over in the water and rafters float to the river bank.,"[162.15, 189]"
8,206.56,v_RhsCYNiAaV8, A van is then driving down the road.,"[189, 198.29]"
9,206.56,v_RhsCYNiAaV8, The end title card appears on the screen.,"[198.29, 206.56]"
0,220.03,v_skSPijG9sgU,A few kids are seen standing on a stage followed by the children pushing a puck along the ice.,"[0, 85.81]"
1,220.03,v_skSPijG9sgU, Several people are shown playing the game around them and panning to the audience reacting as well as people standing on the sides.,"[78.11, 220.03]"
0,151.44,v_xIAq1OdWQM0,"Several young men practice long jumps, and backward jumps inside of a gym with an American Flag hanging on the wall.","[3.03, 143.11]"
1,151.44,v_xIAq1OdWQM0,  A man practices a long jump inside of an indoor gym using a interior sandbox  for landing and a drawn race track isle.,"[6.81, 61.33]"
2,151.44,v_xIAq1OdWQM0,  Another man practices hurling himself backward over a pole onto a gym mat inside of the gym.,"[42.4, 105.25]"
3,151.44,v_xIAq1OdWQM0,  Several more men practice long jumps and backward jumps inside of the gym using the sandbox and gym mats as landing tools.,"[86.32, 146.14]"
0,228.25,v_ZuHwSBCjfds,"News clippings of a water polo player are shown, as well as images and stills.","[0, 55.92]"
1,228.25,v_ZuHwSBCjfds," We then see the water polo games in video, as the players try to lob the ball into a net.","[61.63, 209.99]"
2,228.25,v_ZuHwSBCjfds," The people fight over the ball, and a small crowd claps and cheers.","[211.13, 228.25]"
0,30.65,v_cRDXBF2RcYI,A person is laying back on a bed.,"[0, 30.65]"
1,30.65,v_cRDXBF2RcYI, A person puts wax on their leg.,"[0.77, 6.59]"
2,30.65,v_cRDXBF2RcYI, They put paper on it and rip off the hair.,"[6.28, 30.65]"
0,169.3,v_jwYgWG2fqOA,A dancer positions herself to begin her dance.,"[0, 11.85]"
1,169.3,v_jwYgWG2fqOA, The dancer performs her dance routine holding a wand.,"[12.7, 166.76]"
2,169.3,v_jwYgWG2fqOA, The woman throws her wand as part of her dance and runs to grab it and resumes her performance.,"[122.74, 166.76]"
3,169.3,v_jwYgWG2fqOA," The woman takes a bow, finishing her dance.","[167.6, 169.3]"
0,171.32,v_YaIuavIbk6A,An introduction comes onto the screen for a video about a sporting competition.,"[0, 4.28]"
1,171.32,v_YaIuavIbk6A, A woman is interviewing another woman about the competition and all the events.,"[4.28, 166.18]"
2,171.32,v_YaIuavIbk6A, Several clips are shown of people enjoying different sports and activities.,"[23.13, 162.75]"
3,171.32,v_YaIuavIbk6A," After the interview ends, the closing credits are shown with graphics.","[167.03, 171.32]"
0,173.82999999999998,v_SXwCedd4MKg,A person is seen throwing a frisbee off into the distance and a dog chasing after it.,"[0, 43.46]"
1,173.82999999999998,v_SXwCedd4MKg, Several shots are shown of dogs running after frisbees after their owner throws them.,"[46.93, 121.68]"
2,173.82999999999998,v_SXwCedd4MKg, More dogs are seen chasing after the frisbees while the owner watches from behind.,"[98.21, 164.26]"
0,56.43,v_mU3ujj4Z7lE,A small dog is seen standing in snow and a person pushing snow with a shovel.,"[0, 33.57]"
1,56.43,v_mU3ujj4Z7lE, The dog follows the person shoveling while biting at the shovel and barking at the camera man.,"[25.39, 56.43]"
0,29.49,v_woRQ2JxcVHA,A man dressed in black plays a saxophone on a pool patio.,"[0, 20.64]"
1,29.49,v_woRQ2JxcVHA, The saxophone player glances over to his keyboard player.,"[20.64, 26.69]"
2,29.49,v_woRQ2JxcVHA,The camera pans over to the keyboard player playing a Korg electric piano.,"[27.13, 29.49]"
0,102.42,v_YAhMxt-3ciU,People are playing croquet on a field of grass.,"[0, 102.42]"
1,102.42,v_YAhMxt-3ciU, A map of the world is shown.,"[60.94, 73.23]"
2,102.42,v_YAhMxt-3ciU, Trophies are shown on the screen.,"[72.72, 75.28]"
0,70.52,v_CvVqbdk6owc,A groip of dancers are on stage doing a routine for the audience.,"[0, 22.21]"
1,70.52,v_CvVqbdk6owc, The car show shows the inside of some pretty neat cars with beautiful exteriors.,"[22.21, 33.14]"
2,70.52,v_CvVqbdk6owc, Another group of dancers take turns break dancing on their heads.,"[33.14, 53.95]"
3,70.52,v_CvVqbdk6owc, They go one by one and are circled by and audience watching around them.,"[53.95, 70.52]"
0,146.26,v_lxNV7FI-LQQ,A shot of a sunset leads into a large group of people riding camels along the beach.,"[0, 19.75]"
1,146.26,v_lxNV7FI-LQQ, Many people are seen riding the camels one after another on the sand.,"[19.75, 146.26]"
2,146.26,v_lxNV7FI-LQQ, The video continues on showing more people riding the camels and others leading in the front.,"[71.67, 146.26]"
0,201.06,v_sJUUm0n4cXA,A game of lacrosse begins and a boy by the name of Chase Madrid is highlights making scenes throughout the game.,"[0, 86.46]"
1,201.06,v_sJUUm0n4cXA,Several different games begin and a yellow circle is drawn around him for each play when he is running back and forth.,"[86.46, 178.95]"
2,201.06,v_sJUUm0n4cXA,"When the highlight reel is finished,a black screen appears and shows the High School as well as the name for the player.","[178.95, 201.06]"
0,34.02,v_dkG9YRNJllQ,A man is seen wearing a reef blower and blowing all around a trampoline.,"[0, 9.7]"
1,34.02,v_dkG9YRNJllQ, Kids are seen jumping on the trampoline while the man blows around them.,"[8.67, 24.83]"
2,34.02,v_dkG9YRNJllQ, The man continues to blow as the kids jump around.,"[23.3, 33.34]"
0,93.39,v_Xg_MSiPhJns,A person is spreading something green on bread.,"[17.28, 32.22]"
1,93.39,v_Xg_MSiPhJns, They put the sandwich into a grill.,"[52.77, 57.9]"
2,93.39,v_Xg_MSiPhJns, They take the sandwich off the grill and put it onto a plate.,"[63.51, 78.45]"
0,65.25,v_14dA-qLmNZo,A large group of people are seen riding along the water on boats.,"[0.98, 18.92]"
1,65.25,v_14dA-qLmNZo, One person crashes into another and shows a person speaking to the camera.,"[15.01, 53.18]"
2,65.25,v_14dA-qLmNZo, More clips are shown of the boats together and logos being shown.,"[48.61, 63.29]"
0,34.0,v_iCkDtX_mTII,A man is sitting on an exercise machine.,"[0, 34]"
1,34.0,v_iCkDtX_mTII, He pulls a bar in front of him and starts working out.,"[3.74, 27.88]"
2,34.0,v_iCkDtX_mTII, He drops the bar and finishes.,"[27.37, 29.24]"
0,178.93,v_QYU2srH753Q,The credits of the clip is shown.,"[0, 39.37]"
1,178.93,v_QYU2srH753Q, A person cracks their hands.,"[39.37, 43.84]"
2,178.93,v_QYU2srH753Q, Birds flock the sky above the dirt track.,"[50.1, 51]"
3,178.93,v_QYU2srH753Q, A person's shadow  moves over the surface of a white trailer.,"[51.89, 54.57]"
4,178.93,v_QYU2srH753Q, A person rides a dirt bike.,"[55.47, 161.93]"
5,178.93,v_QYU2srH753Q,  A person shovels dirt.,"[67.1, 67.99]"
6,178.93,v_QYU2srH753Q, A person stands with sign at the end of the dirt race track.,"[88.57, 89.47]"
7,178.93,v_QYU2srH753Q, A person lifts a dirt bike and places on a stool.,"[92.15, 93.94]"
8,178.93,v_QYU2srH753Q, A male child runs and smiles.,"[112.73, 115.41]"
9,178.93,v_QYU2srH753Q, A helicopter hovers over the race track.,"[119.89, 120.78]"
10,178.93,v_QYU2srH753Q, A lady pulls on a rider's helmet.,"[140.46, 141.36]"
11,178.93,v_QYU2srH753Q, The credits of the video are shown.,"[166.41, 178.04]"
0,18.23,v_UciHec7xncc,A young child is seen speaking to the camera and begins climbing across a set of monkey bars.,"[0, 10.48]"
1,18.23,v_UciHec7xncc, She makes it to the other side smiling to the camera and then climbs down afterwards.,"[11.21, 18.23]"
0,112.18,v_iDz8nKDpumY,Two people are seen riding on skis behind a boat with one person having a child on their shoulders.,"[0, 38.14]"
1,112.18,v_iDz8nKDpumY, The people all hang onto one another while the young child climbs on top of them and falls off in the end.,"[32.53, 112.18]"
0,168.48,v_I6VBFfeBqF0,A man props his leg on the side of a tub.,"[0, 34.54]"
1,168.48,v_I6VBFfeBqF0," He is shaving his leg with a razor, revealing a tattoo underneath.","[41.28, 133.1]"
2,168.48,v_I6VBFfeBqF0," When he is done, he wipes off the hair and shows a tattoo of homer simpson as the grim reaper.","[133.94, 168.48]"
0,65.18,v_5xgBlI9Xx0I,A gymnast is shown swinging back and fourth on uneven bars.,"[0, 20.53]"
1,65.18,v_5xgBlI9Xx0I, He performs a routine swinging around and around while hundreds of people watch.,"[20.86, 51.49]"
2,65.18,v_5xgBlI9Xx0I, He finishes by sticking his arms up in the air and bowing to the audience.,"[52.79, 65.18]"
0,110.83,v_Z3DhUZhoRDA,Wall paper on a wall is shown.,"[0, 44.89]"
1,110.83,v_Z3DhUZhoRDA, A person puts a piece of wax paper on the wall paper.,"[44.89, 54.31]"
2,110.83,v_Z3DhUZhoRDA, They run a brush down the front of the paper.,"[75.36, 110.83]"
0,175.01,v_7OZHg_OOfxw,boys and girls are stading in a court practicing cheerleaders choreography and a woman is talking in a studio on news.,"[0, 9.63]"
1,175.01,v_7OZHg_OOfxw, high scoo musical scene is show and a man practicing is being interviewed and scenes of bring it on is showed.,"[9.63, 175.01]"
0,212.05,v_v1hQ0vf66QY,A countdown of text is shown that leads into clips of sumo wrestlers performing impressive throws.,"[3.18, 118.75]"
1,212.05,v_v1hQ0vf66QY, The video continues counting down as more shots are shown of sumo wrestlers fighting one another and people watching on the side.,"[79.52, 203.56]"
0,189.45,v_hyW_cjYi8P4,A man is seen speaking to the camera while presenting various objects in front of him.,"[4.74, 107.04]"
1,189.45,v_hyW_cjYi8P4, The man then uses a marker to dig up the side of a table and fill it in.,"[30.31, 143.04]"
2,189.45,v_hyW_cjYi8P4, He shows how to use the pen on several objects while filling it in and sanding it afterwards.,"[91.88, 186.61]"
0,207.4,v_vXOT_VXWOqo,Several shots are shown of large groups of people running around a field.,"[0, 25.93]"
1,207.4,v_vXOT_VXWOqo, Audience members are seen cheering while people play soccer on the side.,"[60.15, 160.74]"
2,207.4,v_vXOT_VXWOqo, People continue playing up and down the field while others watch them play.,"[143.11, 201.18]"
0,107.32,v_uWWo9qZh3cU,News anchors introduce a clip sitting at a desk in a newsroom.,"[0, 26.83]"
1,107.32,v_uWWo9qZh3cU, President Obama introduces and interviews a band playing on stage.,"[30.05, 68.69]"
2,107.32,v_uWWo9qZh3cU, President Clinton plays the saxophone on stage with a band.,"[77.27, 88.54]"
3,107.32,v_uWWo9qZh3cU, President George Bush dances with an African drum player and other diplomats.,"[89.61, 107.32]"
0,101.87,v_4CRacVTadPQ,A woman in a yellow shirt is holding a bottle in her hand.,"[0, 15.79]"
1,101.87,v_4CRacVTadPQ, She opens the bottle and pours it into a bucket on the ground.,"[15.79, 31.07]"
2,101.87,v_4CRacVTadPQ, She puts a mop rag into the bucket and puts it on her mop.,"[43.29, 77.42]"
3,101.87,v_4CRacVTadPQ, She then lifts the bucket out of the room.,"[78.95, 82.51]"
4,101.87,v_4CRacVTadPQ, She starts mopping the tile on the floor.,"[84.04, 99.32]"
0,102.12,v_K9kVsnTQh-g,A man in sweat shirt washes plates and cups in a sink with soapy water.,"[0, 22.98]"
1,102.12,v_K9kVsnTQh-g, The man picks up silverware soaking in sink and washes them off.,"[22.98, 40.85]"
2,102.12,v_K9kVsnTQh-g, The man washes pots and a cutting board.,"[40.34, 62.81]"
3,102.12,v_K9kVsnTQh-g, The man washes a coffee press gadget.,"[74.04, 86.8]"
4,102.12,v_K9kVsnTQh-g, The man turns off the water and drains the sink.,"[88.34, 102.12]"
0,46.51,v_NnLjEbG31ZE,A group of friends ride inter tubes through small rapids in a tropical jungle.,"[0, 46.51]"
1,46.51,v_NnLjEbG31ZE, The group goes past large boulders popping up out of the water.,"[31.16, 36.74]"
0,153.65,v_tIAdhrfT70I,A fox news icon appears on the screen.,"[0, 6.15]"
1,153.65,v_tIAdhrfT70I," A group of people are in a building, playing a game called beer pong.","[6.91, 19.21]"
2,153.65,v_tIAdhrfT70I, The news reporters gather in their studio to play beer pong.,"[20.74, 56.85]"
3,153.65,v_tIAdhrfT70I, A male and female reporter attempt to throw the balls at the cups.,"[57.62, 99.1]"
4,153.65,v_tIAdhrfT70I, The woman walks away laughing as the other reporters continue to talk.,"[99.87, 139.82]"
5,153.65,v_tIAdhrfT70I, They resume playing before the fox news icon again appears onscreen.,"[140.59, 153.65]"
0,63.79,v_uxRBnIWE79s,People are indoors and the focus is on various clips of various different people fencing one another.,"[0, 7.97]"
1,63.79,v_uxRBnIWE79s," A fencing match between two women begin and the wording on the screen say's their names are Michelle Li & Cindy Gao, and they are shown fighting from various different angles doing many fencing moves.","[7.97, 54.86]"
2,63.79,v_uxRBnIWE79s,"When they are done fighting the women are shown standing close together, smiling, and the woman on the left has her arm resting on the shoulder of the woman on the right.","[54.86, 59.64]"
3,63.79,v_uxRBnIWE79s," The outro is a white screen with multiple colors on it that include logos, website and the name of the event.","[59.64, 63.79]"
0,199.23,v_7bUu05RIksU,Business details are written in white text on a black background.,"[0, 18.93]"
1,199.23,v_7bUu05RIksU, Men wearing jackets pressure wash a white car in a parking lot.,"[21.92, 43.83]"
2,199.23,v_7bUu05RIksU, Two men wash a black SUV with a pressure washing hose.,"[44.83, 76.7]"
3,199.23,v_7bUu05RIksU, Men wash a white car using hand towels.,"[79.69, 110.57]"
4,199.23,v_7bUu05RIksU, The business details are seen before end credits for the video are shown.,"[116.55, 199.23]"
0,149.9,v_w2fsq9BOoZo,"People are in a city walking, talking and doing activities.","[3.75, 32.98]"
1,149.9,v_w2fsq9BOoZo," Two men play in the street paper, scissors and stone on front other people.","[33.73, 80.94]"
2,149.9,v_w2fsq9BOoZo, A man talks with people watching him.,"[81.69, 149.9]"
0,29.19,v_QLsdBUBpz_8,A small child is seen sitting on top of a slide and looking back towards the camera.,"[0.44, 11.82]"
1,29.19,v_QLsdBUBpz_8, The boy then pushes himself backwards down the slide while turning over in the end and jumping off.,"[9.63, 28.46]"
0,97.32,v_6_NquDQUFm0,A woman is seen running back and fourth on a small track and leads into her putting a helmet on.,"[0, 31.63]"
1,97.32,v_6_NquDQUFm0, She grabs a pole and runs down the track jumping over a bar and onto a mat.,"[29.19, 73.96]"
2,97.32,v_6_NquDQUFm0, She jumps up and walks over to a group of people keeping her score.,"[68.12, 93.91]"
0,97.06,v_qq1wRySmDTc,a man is crouching in the woods next to a pile of stones.,"[0, 8.74]"
1,97.06,v_qq1wRySmDTc, He is explaining the building of a fire.,"[16.99, 66.49]"
2,97.06,v_qq1wRySmDTc," He lights the wood, creating a fire.","[67.46, 97.06]"
0,77.14,v_L9dtiopWGe4,"A table of various cut fruits appear on screen with the title ""Making Drinks"".","[0, 4.63]"
1,77.14,v_L9dtiopWGe4," A person cuts and squeezes lemons followed by the title ""Making Lemonade Is Easy and Fun"".","[5.01, 11.96]"
2,77.14,v_L9dtiopWGe4, Different items needed to make lemonade are shown and titled followed by interviews.,"[11.96, 35.48]"
3,77.14,v_L9dtiopWGe4, Each step of making lemonade is shown and titled.,"[35.87, 52.07]"
4,77.14,v_L9dtiopWGe4, People are interviewed drinking the lemonade.,"[52.45, 61.32]"
5,77.14,v_L9dtiopWGe4," A ""Citrus Saturday"" logo appears with various supporting organization logos beneath.","[61.71, 77.14]"
0,238.07,v_TIue1jR51j8,Man in purple talks to the camera.,"[0, 238.07]"
1,238.07,v_TIue1jR51j8,  Man in purple walks forward in slow steps.,"[16.66, 47.61]"
2,238.07,v_TIue1jR51j8,  Man in gray demonstrates how to walk.,"[54.75, 105.94]"
3,238.07,v_TIue1jR51j8,  Man in gray demonstrates different jumps.,"[164.26, 221.4]"
0,148.28,v_K0XdsHfUpco,The credits of the clip are shown.,"[0.74, 3.71]"
1,148.28,v_K0XdsHfUpco, Players play croquet in a lawn.,"[5.19, 140.13]"
2,148.28,v_K0XdsHfUpco, A guy plays a bag pipe on the croquet field.,"[25.95, 30.4]"
3,148.28,v_K0XdsHfUpco, Players shake hands to demonstrate sportsmanship.,"[140.87, 143.83]"
4,148.28,v_K0XdsHfUpco, Players carry a huge check.,"[143.83, 145.32]"
5,148.28,v_K0XdsHfUpco, A guy steps out of a line and charges at the camera.,"[146.8, 147.54]"
0,207.32999999999998,v___mIAEE03bE,People are snowboarding down a large hill of snow.,"[0, 191.78]"
1,207.32999999999998,v___mIAEE03bE, A person in a green jacket is snowboarding while holding a camera in front of them.,"[128.55, 129.58]"
2,207.32999999999998,v___mIAEE03bE, The people get to the bottom and start taking their snowboards off.,"[193.85, 207.33]"
0,206.17000000000002,v_JouywOCeGHI,A man talks to a camera from an outdoors scene by a slope.,"[0, 30.93]"
1,206.17000000000002,v_JouywOCeGHI, Several quick cuts are shown explaining the terms behind belaying in the context of climbing.,"[30.93, 102.05]"
2,206.17000000000002,v_JouywOCeGHI, The man talks to the camera again.,"[103.09, 116.49]"
3,206.17000000000002,v_JouywOCeGHI, More quick scenes are shown explaining the process behind belaying in the context of climbing.,"[117.52, 176.28]"
4,206.17000000000002,v_JouywOCeGHI, The man talks to the camera once more.,"[176.28, 206.17]"
0,142.48,v_M9og58TMAm0,A woman is seen moving up and down on an exercise bar while several shots are shown of her exercising.,"[4.99, 68.39]"
1,142.48,v_M9og58TMAm0, She's shown again holding weights and doing exercises while standing on the beam as well as laying.,"[64.12, 134.64]"
0,204.99,v_z6g5QbIPatk,A girl holds up a white piece of paper and it has a drawing on it that is done in black ink.,"[0, 4.1]"
1,204.99,v_z6g5QbIPatk, The girl then turns around and the video is sped up to show her drawing on a pumpkin near a kitchen while multiple people are moving about around her.,"[4.1, 31.77]"
2,204.99,v_z6g5QbIPatk,The girl finishes the drawing and she begins to carve the design out of the pumpkin while the video is still in a sped up mode.,"[31.77, 172.19]"
3,204.99,v_z6g5QbIPatk,The pumpkin is now done being carved and it appears on a black screen with just the carved out area illuminating in an orange color.,"[172.19, 193.71]"
4,204.99,v_z6g5QbIPatk,"The girl appears again holding up the white paper, runs out of the room and the screen goes back to black with just the pumpkin illuminating.","[193.71, 204.99]"
0,59.68,v_ysbUc6WS12k,There's a bon fire lit in an open ground next to some tents and bikes.,"[0, 59.68]"
1,59.68,v_ysbUc6WS12k, There's a person dressed in a biker's suit who comes up and sets fire to a pile of wood sticks.,"[8.65, 17.31]"
2,59.68,v_ysbUc6WS12k, The fire begins to spread through the twigs and wood sticks and bursts into large flames.,"[16.41, 59.68]"
0,53.27,v_H8MY7XGrN6Q,A person is seen roller balding around a street while many people are seen walking around him.,"[9.06, 27.17]"
1,53.27,v_H8MY7XGrN6Q, A man is then being interviewed by reporters and ends with the camera panning away.,"[27.43, 53.27]"
0,149.17000000000002,v_DgVo1IAVrDM,A helmet camera is put on and then a man goes skateboarding.,"[0, 149.16]"
1,149.17000000000002,v_DgVo1IAVrDM, He zooms through the city and goes on a highway.,"[36.55, 149.16]"
2,149.17000000000002,v_DgVo1IAVrDM,  He passes a truck and other people.,"[59.67, 130.52]"
0,170.92000000000002,v_q3-S2tg4ULw,Young boy talks to camera in front of drum set in a studio.,"[0, 27.35]"
1,170.92000000000002,v_q3-S2tg4ULw," Young boy plays on the drum set, and the cymbals, while intermittently speaking to the camera.","[29.91, 166.65]"
2,170.92000000000002,v_q3-S2tg4ULw, The boy finishes up recording his drum session and returns to the camera.,"[166.65, 170.92]"
0,174.52,v_uDNLf3ty9ao,A man in a brown sweater is sitting down and talking.,"[0, 174.52]"
1,174.52,v_uDNLf3ty9ao, A woman in a black and white sweater sits behind him.,"[78.53, 123.91]"
2,174.52,v_uDNLf3ty9ao, She takes off her sweater and puts it on the chair behind him.,"[123.03, 130.89]"
3,174.52,v_uDNLf3ty9ao, A boy in a blue shirt hits behind him.,"[147.47, 158.81]"
0,212.14,v_3cjtV-ldvto,woman put an egg on a bowl and mix it with vanilla.,"[0, 16.97]"
1,212.14,v_3cjtV-ldvto," quick oats and baking powder, cocoa powder and salt are mixed in a bowl.","[16.97, 43.49]"
2,212.14,v_3cjtV-ldvto, a chocolate bar are cut in pieces with nuts and put in a bowl.,"[43.49, 59.4]"
3,212.14,v_3cjtV-ldvto, sugar and butter are mixed in a bowl till cream and put the vanilla and the powder ingredients with the chocolate and he nuts.,"[59.4, 149.56]"
4,212.14,v_3cjtV-ldvto, themix is wrap and put in a refrigerator.,"[149.56, 169.71]"
5,212.14,v_3cjtV-ldvto, batch is in a pan and ar ready to eat.,"[170.77, 212.14]"
0,125.74,v_8xS6cDOq5do,girls are sitting in a rom and boys are standing behind them boys starts comb the hair.,"[0, 50.29]"
1,125.74,v_8xS6cDOq5do, woman wearing blue sweater crawl on all fours.,"[49.04, 57.84]"
2,125.74,v_8xS6cDOq5do,boys keep combing the hair and putting some hair rolls on the girls.,"[57.84, 93.05]"
3,125.74,v_8xS6cDOq5do, woman in the middle is irritated and stands and remove the rolls for th head and sits again and laugh a lot.,"[93.67, 125.74]"
0,148.98,v_3S_aifr5rG4,These horses are walking in a grassy area by themselves and then a woman is shown brushing the horse's hair.,"[0, 5.96]"
1,148.98,v_3S_aifr5rG4, The camera zooms in to shows the horse' nose and then the woman climbs onto the horse's saddle to ride it somewhere.,"[26.82, 29.05]"
2,148.98,v_3S_aifr5rG4, Then two other people are hsown riding the horse's in different settings.,"[26.82, 148.98]"
0,218.06,v_GTOP7XXi_vI,Smoke fills an empty dark room.,"[0, 22.9]"
1,218.06,v_GTOP7XXi_vI," Words appear on the screen, followed by the appearance of men who are kickboxing.","[23.99, 85.04]"
2,218.06,v_GTOP7XXi_vI, A group plays instruments behind them while they fight.,"[86.13, 199.52]"
3,218.06,v_GTOP7XXi_vI, The two men end the fight with a hug.,"[201.7, 218.06]"
0,60.3,v_6d7oOG3dS-Y,A man is seen pushing a board down into the floor to push the carpet down.,"[0, 32.87]"
1,60.3,v_6d7oOG3dS-Y, He continues cutting around the carpet and pushing it down with a large beam.,"[21.11, 60.3]"
0,31.42,v_tPZYyaX63yE,A person is holding a red leaf blower.,"[2.98, 8.01]"
1,31.42,v_tPZYyaX63yE, They begin to blow the leaves in the yard.,"[8.17, 27.8]"
2,31.42,v_tPZYyaX63yE, They show the leaf blower again.,"[28.9, 31.42]"
0,198.18,v_JLdp1Kz0naI,A person is riding on  a dirt bike.,"[0, 16.85]"
1,198.18,v_JLdp1Kz0naI, He sets up for a race.,"[16.85, 40.63]"
2,198.18,v_JLdp1Kz0naI, He starts racing on his dirt bike.,"[40.63, 189.26]"
3,198.18,v_JLdp1Kz0naI, Text appears on the screen as it fades.,"[189.26, 198.18]"
0,192.98,v__9v34KLET0g,A man is seen speaking to the camera behind a table with various ingredients and glasses laid out.,"[0, 55]"
1,192.98,v__9v34KLET0g, The man mixes the ingredients into a glass together and juices a lime into the glass.,"[55.96, 119.65]"
2,192.98,v__9v34KLET0g," He then pushes the ingredients around and pours liquids into the glass, creating an alcoholic drink.","[118.68, 157.28]"
3,192.98,v__9v34KLET0g, He presents the glass while the ingredients list is laid out and he walks away from the frame.,"[157.28, 192.98]"
0,27.21,v_BfsCKU69hHs,A pair of female hands uses an iron on a piece of baby clothing.,"[0, 7.62]"
1,27.21,v_BfsCKU69hHs, The woman sets the iron aside and flips the clothing.,"[7.76, 14.02]"
2,27.21,v_BfsCKU69hHs, The woman uses the iron on the other side of the clothing.,"[14.56, 25.85]"
3,27.21,v_BfsCKU69hHs, The woman sets the iron aside.,"[25.72, 27.21]"
0,185.02,v_Xd_xJnlUHm0,A young boy is talking to the camera in his bedroom.,"[0, 26.83]"
1,185.02,v_Xd_xJnlUHm0," He removes things from drawers, like lip gloss and puts it on for the camera.","[27.75, 136.91]"
2,185.02,v_Xd_xJnlUHm0, He applies messy makeup and poses for the camera.,"[139.69, 185.02]"
0,20.25,v_RNrxxPOyHo4,A man is seen kneeling on the floor while holding an iron in his hands.,"[0, 5.67]"
1,20.25,v_RNrxxPOyHo4, He bends down with the iron to iron the shirt and puts it down.,"[4.86, 14.68]"
2,20.25,v_RNrxxPOyHo4, Afterwards he covers his ears and looks away in pain.,"[12.25, 19.64]"
0,201.29,v_bF55ewgaJLA,"A man is seated in a chair, holding a saxophone.","[0, 31.2]"
1,201.29,v_bF55ewgaJLA," He stands as he plays, his fingers moving up and down the instrument.","[34.22, 178.15]"
2,201.29,v_bF55ewgaJLA, The screen cuts to black and white text.,"[193.24, 201.29]"
0,96.99000000000001,v_NQ51aXtD6Q0,Several wrestlers are shown lined up in a game with a person choosing his characters.,"[0, 28.61]"
1,96.99000000000001,v_NQ51aXtD6Q0, The game loads into people wrestling with one another in a ring.,"[24.73, 71.77]"
2,96.99000000000001,v_NQ51aXtD6Q0, The men continue wrestling in the game and end by looking down at a player.,"[59.65, 92.14]"
0,49.78,v_ivivR6ZdgRM,"A man in a denim shirt and black baseball cap plays the harmonica at the beach in front of a sandy shore, ocean water and a grass and flower covered knoll.","[0.25, 49.78]"
1,49.78,v_ivivR6ZdgRM,"  The man is standing at the top of a short wooden staircase, and, leaning against the railing the man begins to play the harmonica covering the entire instrument with both hands while playing.","[0.25, 7.47]"
2,49.78,v_ivivR6ZdgRM,  A beach goer in shorts walks past him in the distance on the wet sand of the beach.,"[22.4, 24.64]"
3,49.78,v_ivivR6ZdgRM,"  The man continues to play the harmonica ending by pulling the harmonica away from the mouth and wriggling a large, puffy, mustache dramatically.","[25.14, 49.78]"
0,92.14,v_yqFdxxWgvh8,A woman puts ice in a glass.,"[18.43, 29.02]"
1,92.14,v_yqFdxxWgvh8, She dumps a bottle into the glass and adds juice.,"[18.43, 70.02]"
2,92.14,v_yqFdxxWgvh8, She stirs the drink and sets it down on the counter.,"[71.87, 77.4]"
0,7.76,v_uc1RbyLfuSs,A person is wind sailing through a body of water.,"[0, 7.76]"
1,7.76,v_uc1RbyLfuSs,  The person passes someone swimming.,"[0, 2.13]"
2,7.76,v_uc1RbyLfuSs, The person turns on their board.,"[4.03, 7.76]"
0,120.09,v_3SL_Au0H0cw,man is wearing a black kimono and isdoing yoga movements.,"[0, 120.09]"
1,120.09,v_3SL_Au0H0cw, man is standing in a large green grassy field.,"[3, 120.09]"
2,120.09,v_3SL_Au0H0cw, man is slowly walking practicing boxing movements.,"[0, 118.89]"
