,duration,id,sentences,timestamps
3,234.52,v_5DhbyYavYp4, The man climbs up a tall ladder to trim the trees and bushes several times.,"[87.95, 107.88]"
4,234.52,v_5DhbyYavYp4, He goes around the entire side to trim the hedges.,"[107.88, 120.78]"
5,234.52,v_5DhbyYavYp4," The instructor continues talking about the gardening process, The man trims the hedges that form a barrier near a house.","[120.78, 143.06]"
6,234.52,v_5DhbyYavYp4, The instructor explains the process again to the viewers.,"[143.06, 170.03]"
7,234.52,v_5DhbyYavYp4, The scene changes to a strange looking statue in a busy city and ends with a thank you for watching message.,"[170.03, 175.89]"
0,118.53999999999999,v_uHmoFLB-PLc,A boy holds a guitar in a room.,"[0, 118.54]"
1,118.53999999999999,v_uHmoFLB-PLc, He is sitting on a bed.,"[5.33, 118.54]"
2,118.53999999999999,v_uHmoFLB-PLc, He begins to play the guitar.,"[10.67, 118.54]"
3,118.53999999999999,v_uHmoFLB-PLc, Eventually he finishes the song.,"[101.94, 118.54]"
0,130.17,v_WMdeqUyHWSo,A large group of people are standing together while a women in a beautiful dress speaks.,"[0, 9.11]"
1,130.17,v_WMdeqUyHWSo, Various people in costume are shown and a girl runs around playing with a kite.,"[9.76, 25.38]"
2,130.17,v_WMdeqUyHWSo, Several kites are shown up in the air while other children play with them.,"[22.13, 52.07]"
3,130.17,v_WMdeqUyHWSo, Hundreds of kites are shown in the air for a festival and a man interviews his experience with the kites.,"[16.27, 113.25]"
4,130.17,v_WMdeqUyHWSo, Several people stop and look around and the city pans over the night.,"[96.98, 123.01]"
0,217.54,v_gWyBBQtsDhc,A woman with long hair is seen speaking to the camera while moving her arms around and smiling while she speaks.,"[0, 84.84]"
1,217.54,v_gWyBBQtsDhc, She then begins brushing her long hair out and smiling back at the camera and waving.,"[81.58, 217.54]"
0,155.64,v_5iQsKA84vWo,There two women boxers competing in kickboxing against each other in a boxing event.,"[7.78, 20.23]"
1,155.64,v_5iQsKA84vWo, The referee is standing next to them.,"[20.23, 30.35]"
2,155.64,v_5iQsKA84vWo, There are several spectators watching the boxers compete.,"[30.35, 38.91]"
3,155.64,v_5iQsKA84vWo," After the referee gives a go, the contestants begin the match.","[38.91, 50.58]"
4,155.64,v_5iQsKA84vWo, The crowd cheers for them as they compete.,"[50.58, 65.37]"
5,155.64,v_5iQsKA84vWo, The boxer in the black uniform punches the boxer in red and makes her fall down.,"[65.37, 84.05]"
6,155.64,v_5iQsKA84vWo, The boxer in red kicks her opponent.,"[84.05, 99.61]"
7,155.64,v_5iQsKA84vWo, The boxer in black strikes back at her opponent and the boxer in red punches her face.,"[99.61, 112.84]"
8,155.64,v_5iQsKA84vWo, The referee declares the boxer in black as the winner and crowd applauds her victory.,"[112.84, 116.73]"
0,132.89,v_G9ZEi6eRhi0,There are about five to six young boys bouncing and jumping in an enclosed bouncy house with basketballs in their hands.,"[35.88, 95.01]"
1,132.89,v_G9ZEi6eRhi0, The coach is guiding them by blowing the whistle as the children continue to bounce and jump.,"[95.01, 126.24]"
2,132.89,v_G9ZEi6eRhi0, They take turns to throw the orange balls as instructed by their coach.,"[126.24, 132.89]"
0,24.78,v_lpeyMIH1YqA,A man is sitting on a revolving chair with his one leg folded over the other.,"[8.55, 15.49]"
1,24.78,v_lpeyMIH1YqA, Another man takes a cloth and begins cleaning his black leather shoes with a cloth to make it shiny.,"[15.49, 22.92]"
2,24.78,v_lpeyMIH1YqA, He cleans the shoe with a back and forth motion.,"[22.92, 24.78]"
0,88.42,v_zp86ztwZEKk,A talking man dressed in athletic gear is standing on a very green field and the words on the bottom left say his name is Neil Macmillan and his title is Head Coach.,"[0, 13.26]"
1,88.42,v_zp86ztwZEKk,"A large group of girls dressed in athletic gear are shown playing land hockey, and the people not playing are dressed for cold weather.","[13.26, 19.45]"
2,88.42,v_zp86ztwZEKk, Clips of the man continue to play and rotate from showing the man and the girls playing land hockey until they are done playing.,"[13.26, 88.42]"
0,82.48,v_br8Ao_UBEZA,Two men enter the racquetball room.,"[0, 8.66]"
1,82.48,v_br8Ao_UBEZA," The two men start playing racquetball, running around the room trying to hit the ball.","[12.78, 71.76]"
2,82.48,v_br8Ao_UBEZA, A man leaved the room and looks into the camera.,"[75.05, 78.35]"
0,209.63,v_buhaBimF4M0,"A woman on roller blades moves backwards, falls on the grass and laughs.","[0, 12.58]"
1,209.63,v_buhaBimF4M0, A friend is talking with the fallen woman as she tries to get up.,"[9.43, 20.96]"
2,209.63,v_buhaBimF4M0, A friend talks to her while holding the camera and offers her a hand to get up.,"[15.72, 29.35]"
3,209.63,v_buhaBimF4M0," Two women hold hand and start rollerblading, while the girl in the red shirt learns how.","[35.64, 199.15]"
4,209.63,v_buhaBimF4M0, The girl in the red shirt falls and they all laugh.,"[201.24, 209.63]"
0,180.43,v_LcmTBkWvV74,A close up a girl smiling and pointing to her face is shown followed by a pair of pliers piercing her inner lip.,"[0, 36.99]"
1,180.43,v_LcmTBkWvV74, The piercer pushes the scissor through her lip while she holds it up and presents the piercing in the end.,"[34.28, 180.43]"
0,27.7,v_fhtNAMK0Vqk,"A man wearing a cowboy hat, sunglasses and yellow latex gloves is standing next to a horse in a stable.","[2.91, 6.93]"
1,27.7,v_fhtNAMK0Vqk, He is using a blow dryer to dry the horse's wet body.,"[6.93, 13.99]"
2,27.7,v_fhtNAMK0Vqk, He moves the blow dryer back and forth all over the horse's back to dry it.,"[13.99, 26.18]"
3,27.7,v_fhtNAMK0Vqk, He is also uses a scrubbing brush on the horse's back to clean the horse.,"[26.18, 27.7]"
0,213.11,v_KaGGtAhiH64,A group of young men are seated at tables at a rubiks cube competition.,"[3.2, 213.11]"
1,213.11,v_KaGGtAhiH64, An official removes a slip of paper from a rubiks cube sitting in front of a young man at the end of a table after which the competitor solves the cube and celebrates by banging his hands on the table.,"[3.2, 45.82]"
2,213.11,v_KaGGtAhiH64, An official lifts a cup to reveal a rubiks cube that the same man then solves.,"[47.95, 88.44]"
3,213.11,v_KaGGtAhiH64, A young man wearing a beige shirt solves a cube and presses his hands to his face before standing up.,"[58.61, 82.05]"
4,213.11,v_KaGGtAhiH64, An official removes a piece of paper from on top of a cube as the young man in the black sweatshirt solves another cube.,"[89.51, 127.87]"
5,213.11,v_KaGGtAhiH64, The young man solves two more cubes in front of an official before moving to get up.,"[128.93, 209.92]"
0,115.64,v_0bosp4-pyTM,A man is holding a pocket knife while sitting on some rocks in the wilderness.,"[0, 28.91]"
1,115.64,v_0bosp4-pyTM, Then he takes a small stone from the flowing river and smashes it on another stone.,"[28.91, 41.63]"
2,115.64,v_0bosp4-pyTM, He starts to crush the small stone to smaller pieces.,"[41.63, 61.29]"
3,115.64,v_0bosp4-pyTM, He grind it hard to make the pieces smaller.,"[61.29, 60.71]"
4,115.64,v_0bosp4-pyTM, Then he takes a piece of bark and rubs the powered stone pieces onto it.,"[60.71, 70.54]"
5,115.64,v_0bosp4-pyTM, The stone particles stick to the wet piece of wood.,"[70.54, 76.9]"
6,115.64,v_0bosp4-pyTM, He then takes the knife and sharpens it against the wood piece.,"[76.9, 85.57]"
7,115.64,v_0bosp4-pyTM, He then notices a little black and green poisonous frog sitting next to him.,"[85.57, 94.24]"
8,115.64,v_0bosp4-pyTM, The frog then escapes and jumps away.,"[94.24, 114.48]"
9,115.64,v_0bosp4-pyTM, He explains how the frog secretes a poisonous fluid that can be extremely harmful.,"[114.48, 115.64]"
0,91.67,v_IgEc5mY9L44,A foreman wear blue colored gloves before he begins welding metal.,"[8.25, 50.88]"
1,91.67,v_IgEc5mY9L44, He continues welding the metal with his torch and protective gear on.,"[50.88, 85.26]"
2,91.67,v_IgEc5mY9L44, He welds the metal for a very long time.,"[85.26, 89.38]"
3,91.67,v_IgEc5mY9L44, Then switches off the welding torch and puts the equipment away.,"[89.38, 90.3]"
0,124.18,v_amCD-2TIKw0,A woman is playing music on a stereo in a busy city.,"[9.93, 15.52]"
1,124.18,v_amCD-2TIKw0, Another woman is standing on the sidewalk with headphones.,"[15.52, 19.87]"
2,124.18,v_amCD-2TIKw0, They both smile at each other as they groove to the music.,"[19.87, 24.22]"
3,124.18,v_amCD-2TIKw0, The woman picks up the stereo and starts walking.,"[24.22, 29.18]"
4,124.18,v_amCD-2TIKw0, The other woman follows her on the same sidewalk.,"[29.18, 31.05]"
5,124.18,v_amCD-2TIKw0, They walk together holding the stereo.,"[31.05, 35.39]"
6,124.18,v_amCD-2TIKw0, A man in a red shirt starts dancing next to a car with another woman.,"[35.39, 42.84]"
7,124.18,v_amCD-2TIKw0, They join the woman walking with the stereo in her hand.,"[42.84, 57.74]"
8,124.18,v_amCD-2TIKw0, Several other people join them as they walk and dance to the music.,"[57.74, 120.46]"
9,124.18,v_amCD-2TIKw0, All the people break into a synchronized dance right on the street.,"[120.46, 124.18]"
0,36.85,v_0MtST08F2Xc,A person in blue pants is raking some fallen leaves from the ground.,"[3.87, 7.37]"
1,36.85,v_0MtST08F2Xc, There is a black dog and a white dog jumping around the person raking the leaves.,"[7.37, 12.9]"
2,36.85,v_0MtST08F2Xc, The white dog is trying to bite off the rake.,"[12.9, 17.88]"
3,36.85,v_0MtST08F2Xc," Both the dogs are playing around the man raking the leaves, trying to bite the rake.","[17.88, 27.28]"
4,36.85,v_0MtST08F2Xc, The person is moving the rake in circles as the dogs are jumping around him.,"[27.28, 27.65]"
0,175.56,v_WUOiJOqrHlI,A shot of the movie Forest Gump is shown with the man playing ping pong in several shots and him laughing in the end.,"[0, 60.57]"
1,175.56,v_WUOiJOqrHlI, More clips are shown of the actors playing with one another and a man showing the footage on a computer while speaking to the camera.,"[43.01, 136.93]"
2,175.56,v_WUOiJOqrHlI, Tom Hanks is interviewed several times about the event and then sits down in the end while playing.,"[129.91, 175.56]"
0,77.83,v_V90aT-d_FKo,A woman is bathing two white colored puppies in an orange tub filled with water.,"[19.85, 53.32]"
1,77.83,v_V90aT-d_FKo," She is joined by a man wearing a wrist watch, who helps the woman bathe the two puppies.","[53.32, 60.71]"
2,77.83,v_V90aT-d_FKo, One of the puppies tries to step out of the tub and the man holds him and puts him back in.,"[60.71, 75.89]"
3,77.83,v_V90aT-d_FKo, The woman continues washing the puppies.,"[75.89, 77.06]"
0,93.14,v_I4wkBjpwAAU,Two army men in the their uniforms are tied together and pulling each other in opposite direction as part of their training.,"[16.3, 61]"
1,93.14,v_I4wkBjpwAAU, There is a crowd of army officers watching them cheering for them as they do the strength training exercise.,"[61, 83.82]"
2,93.14,v_I4wkBjpwAAU, The game is over after one of the army officer's drags the other officer on the ground and wins the game.,"[83.82, 88.94]"
0,184.58,v_M9uQCTr2-r0,Young boys are shown playing ping pong with one another in a large gymnasium serving one after the other.,"[0, 40.61]"
1,184.58,v_M9uQCTr2-r0," Another boy walks up to the table and starts playing with the other boys, which then turns into a two versus two game of Ping Pong.","[40.61, 71.06]"
2,184.58,v_M9uQCTr2-r0, The boys take turns serving back and forth scoring points at random.,"[71.06, 107.98]"
3,184.58,v_M9uQCTr2-r0, The boy that was first shown is playing a third game now that is being kept score of by an official and scores the first 4 points.,"[107.98, 124.59]"
4,184.58,v_M9uQCTr2-r0, The boy is playing yet another tournament with a different child in Ping Pong and seems to possibly be falling behind a little in points.,"[124.59, 184.58]"
0,150.09,v_Jifw8dC5yTM,A young man in blue t-shirt walks through small dance studio room.,"[0, 9.76]"
1,150.09,v_Jifw8dC5yTM, The young man sets his stereo down on a chair.,"[11.26, 13.51]"
2,150.09,v_Jifw8dC5yTM, The man young man warms up and does a one handed handstand.,"[13.51, 27.77]"
3,150.09,v_Jifw8dC5yTM, The man does a break dance routine doing hand stands and spins.,"[27.77, 139.59]"
4,150.09,v_Jifw8dC5yTM, End credits are shown with names written in cursive.,"[139.59, 150.09]"
0,45.4,v_5o9iv0wC59g,A man wearing a dark blue shirt and sporting a braid begins playing the bongos.,"[5.22, 21.79]"
1,45.4,v_5o9iv0wC59g, He begins drumming on the bongos to a beat as he shakes his head rhythmically.,"[21.79, 25.65]"
2,45.4,v_5o9iv0wC59g, He continues drumming on the bongos alternating between the two drums.,"[25.65, 32.91]"
3,45.4,v_5o9iv0wC59g, He plays for some time and then stops drumming on the bongos.,"[32.91, 34.05]"
0,17.03,v_4S5ethZhgqs,A big green garbage can is pushed up against a brick wall and a reindeer jumps out drinking from a coffee cup.,"[0, 8.26]"
1,17.03,v_4S5ethZhgqs,The reindeer continues to drink out of the coffee cup and eventually falls out of over the garbage can.,"[7.07, 17.03]"
0,155.16,v_Ci9WKE6wkOQ,A man and woman are talking to a camera on exercises.,"[10.86, 33.36]"
1,155.16,v_Ci9WKE6wkOQ, The girl talks about equipment and how to use it.,"[34.91, 81.46]"
2,155.16,v_Ci9WKE6wkOQ, She prepares the equipment and helps the man perform the exercise.,"[82.23, 142.74]"
0,93.69,v_IlD4gfHmWIg,A gymnast wearing a magenta leotard is performing on the horse bar.,"[5.15, 11.71]"
1,93.69,v_IlD4gfHmWIg, There is a panel of judges sitting across from her and evaluating her.,"[11.71, 43.1]"
2,93.69,v_IlD4gfHmWIg, She stands up straight on the bar and does a twist and pummel.,"[43.1, 66.52]"
3,93.69,v_IlD4gfHmWIg, She continues to successfully do front flips on the horse bar.,"[66.52, 85.26]"
4,93.69,v_IlD4gfHmWIg, She completes her round after she jumps off of the horse bar doing a back flip.,"[85.26, 90.41]"
5,93.69,v_IlD4gfHmWIg, Then the gymnast walks away from the performing area.,"[90.41, 92.29]"
0,176.36,v_Z4OyG8ZzUpg,Two boys are out in the yard playing ball.,"[0, 40.56]"
1,176.36,v_Z4OyG8ZzUpg, One stands in front of the net and passes to the other with lacrosse sticks.,"[8.82, 40.56]"
2,176.36,v_Z4OyG8ZzUpg, The boys continue passing the ball bath and fourth to each other.,"[7.05, 45.85]"
3,176.36,v_Z4OyG8ZzUpg, One boy throws the ball out into the road while the other runs after it.,"[29.98, 37.03]"
4,176.36,v_Z4OyG8ZzUpg, Another boy comes in with a wig and the boys start wrestling each other.,"[43.21, 84.65]"
5,176.36,v_Z4OyG8ZzUpg, The boys then pretend the beat the boy with the wig up.,"[84.65, 125.21]"
6,176.36,v_Z4OyG8ZzUpg, The boys all continue wrestling each other while grabbing the objects and running away.,"[126.98, 175.47]"
0,226.88,v_F_EHrfbYsRE,A graphic with some keywords forming the number '2' is shown.,"[0, 6.81]"
1,226.88,v_F_EHrfbYsRE, The scene switches to a black screen with some text about an upcoming marathon.,"[6.81, 11.34]"
2,226.88,v_F_EHrfbYsRE," A man is shown jogging through a city on some sidewalks, a bridge, some paths in a park, etc, with a counter on the side showing his progress in kilometers as he goes.","[11.34, 226.88]"
0,142.04,v_1FMjfLRpXwM,The lady in black is doing a hairstyle tutorial and demonstrating on another woman who is seated next to her.,"[10.65, 19.89]"
1,142.04,v_1FMjfLRpXwM, She shows the hairspray that she has used on the model.,"[19.89, 27.7]"
2,142.04,v_1FMjfLRpXwM, She uses the hairspray on the model's hair and sprays it.,"[27.7, 33.38]"
3,142.04,v_1FMjfLRpXwM, She then takes a pair of scissors and cuts the rubber band off and spray her hair again.,"[33.38, 46.87]"
4,142.04,v_1FMjfLRpXwM, She pulls her braid apart and rubs her fingers over it.,"[46.87, 55.39]"
5,142.04,v_1FMjfLRpXwM, She then twists the braid and pins it up on the model's head.,"[55.39, 68.18]"
6,142.04,v_1FMjfLRpXwM, She twists it again and tightens it up and secures it with a pin again.,"[68.18, 78.83]"
7,142.04,v_1FMjfLRpXwM, She also makes a bun out of the braid to complete the hairstyle.,"[78.83, 105.11]"
8,142.04,v_1FMjfLRpXwM, She shows the hairspray bottle again that she has used on the model.,"[105.11, 106.53]"
0,144.01,v_yxSBQXuOwuc,A logo is shown with water drop sounds playing in the background.,"[0, 10.8]"
1,144.01,v_yxSBQXuOwuc, A man is then shown wearing scubba gear and giving various hand signals to the camera.,"[14.4, 33.12]"
2,144.01,v_yxSBQXuOwuc, The water sounds still play and the man shows you various moves and what they mean under water.,"[14.4, 127.45]"
3,144.01,v_yxSBQXuOwuc, The logo then reappears on the screen and the video ends.,"[127.45, 144.01]"
0,205.36,v_C0F-xroK_Eg,A man is talking about making a spicy pasta dish.,"[0, 205.36]"
1,205.36,v_C0F-xroK_Eg, The man takes sausage and cooks it in a pan.,"[19.51, 36.96]"
2,205.36,v_C0F-xroK_Eg, Parsley is added to the sausage.,"[50.31, 56.47]"
3,205.36,v_C0F-xroK_Eg, White wine is added to the mixture.,"[68.79, 82.14]"
4,205.36,v_C0F-xroK_Eg, Heavy cream is added to the meat along with a jar of marinara sauce.,"[87.28, 105.76]"
5,205.36,v_C0F-xroK_Eg, Water is shown boiling in the pot.,"[124.24, 130.4]"
6,205.36,v_C0F-xroK_Eg, Pasta and sauce are mixed together in the pot.,"[131.43, 149.91]"
7,205.36,v_C0F-xroK_Eg, The final pasta is added to a bowl and Parmesan cheese is added.,"[151.96, 205.36]"
0,68.85,v_adz3kDJLCF4,A woman is using a pink brush to brush her teeth.,"[0, 2.41]"
1,68.85,v_adz3kDJLCF4, She is brushing very fast and vigorously.,"[0, 9.98]"
2,68.85,v_adz3kDJLCF4, She is brushing her upper and lower teeth.,"[0, 12.05]"
3,68.85,v_adz3kDJLCF4, She sticks her tongue out to clean the toothpaste.,"[0, 13.43]"
4,68.85,v_adz3kDJLCF4, She checks her teeth to see if they're clean enough.,"[0, 15.15]"
5,68.85,v_adz3kDJLCF4," While she continues brushing, she opens her mouth.","[0, 24.79]"
6,68.85,v_adz3kDJLCF4, Some of the toothpaste falls down.,"[0, 32.7]"
7,68.85,v_adz3kDJLCF4, She starts brushing her tongue thoroughly.,"[0, 40.28]"
8,68.85,v_adz3kDJLCF4, Then she continues brushing her upper and lower teeth again.,"[0, 44.75]"
9,68.85,v_adz3kDJLCF4, She then sticks her tongue out and scrapes it against her teeth.,"[0, 47.85]"
10,68.85,v_adz3kDJLCF4, She spits out some toothpaste.,"[0, 53.36]"
11,68.85,v_adz3kDJLCF4, Some of the toothpaste falls on her chin making it look like a white beard.,"[0, 54.73]"
12,68.85,v_adz3kDJLCF4," She pretends to be Santa Claus and says, ho, ho, Merry Christmas.","[0, 64.37]"
13,68.85,v_adz3kDJLCF4, Then she laughs as she shows her teeth with a wide smile.,"[0, 68.85]"
0,229.5,v_ZEgmWaMa9PU,Several shots of landscapes are shown that pan back from people standing on a bridge.,"[3.44, 61.97]"
1,229.5,v_ZEgmWaMa9PU, Shots are shown of people jumping off the side of the bridge while the camera captures more landscapes.,"[51.64, 190.49]"
2,229.5,v_ZEgmWaMa9PU, Several more people are seen lined up watching that lead into more people jumping off the side.,"[158.36, 227.21]"
0,63.58,v_1BfYAuxv6Wk,Maria is demonstrating how to make a Nyquil cocktail drink.,"[4.77, 10.81]"
1,63.58,v_1BfYAuxv6Wk, She shows the ingredients required for the drink.,"[10.81, 16.85]"
2,63.58,v_1BfYAuxv6Wk," She points to vodka, jagermeister and food coloring.","[16.85, 22.89]"
3,63.58,v_1BfYAuxv6Wk, She then takes a shaker and pours and vodka and the jagermeister.,"[22.89, 31.79]"
4,63.58,v_1BfYAuxv6Wk, Then adds some ice in it and shakes it.,"[31.79, 45.46]"
5,63.58,v_1BfYAuxv6Wk, She uses a strainer to strain the drink into a cocktail glass and places the glass on the table.,"[45.46, 47.68]"
0,77.18,v_kcB7HQPxzDM,"Lithuanian Zinaida Sendriute throws the discus 64 meters to lead out for her third throw, waving to the camera as she walks off.","[1.93, 19.68]"
1,77.18,v_kcB7HQPxzDM, Cuban Yarelis Barrios is next and unleashes a mighty 67 meter toss with a thunderous scream.,"[21.61, 39.75]"
2,77.18,v_kcB7HQPxzDM, Croatian Sandra Perkovic out distances both of the previous throwers with a 69 meter toss to claim the lead.,"[41.29, 68.69]"
0,115.03,v_Iuk7PNmG3tQ,Several players from the black and white team are playing ice hockey in the arena.,"[6.33, 12.08]"
1,115.03,v_Iuk7PNmG3tQ, One of the players from the black team hits the puck away from his opponent.,"[12.08, 18.98]"
2,115.03,v_Iuk7PNmG3tQ, The players from the white team try to prevent him from hitting a goal.,"[18.98, 33.36]"
3,115.03,v_Iuk7PNmG3tQ, An animated version of the game is shown on screen.,"[33.36, 44.86]"
4,115.03,v_Iuk7PNmG3tQ, Then the focus is back on the real game where a black team player is highlighted as he takes a shot on the goal.,"[44.86, 77.65]"
5,115.03,v_Iuk7PNmG3tQ," Again, another animated example is shown to explain how the game works.","[77.65, 81.1]"
6,115.03,v_Iuk7PNmG3tQ, The black team player hits the puck on the opposite corner of the ice.,"[81.1, 83.97]"
7,115.03,v_Iuk7PNmG3tQ," As the black moves fast and towards the goal, it cause the goalie to fall down.","[83.97, 85.7]"
8,115.03,v_Iuk7PNmG3tQ, The black team wins the goal and gets the victory in the game.,"[85.7, 86.27]"
0,170.6,v_f0hh9bwVfV0,Some text appears on screen asking a question about a topic in SCUBA diving safety.,"[0, 6.82]"
1,170.6,v_f0hh9bwVfV0, The scene changes to show a lot of SCUBA air tanks and some more text explaining more about the question.,"[6.82, 34.97]"
2,170.6,v_f0hh9bwVfV0, A man is SCUBA diving underwater while holding his air tank in his hands and the text continues to explain.,"[34.97, 93.83]"
3,170.6,v_f0hh9bwVfV0, The air tank is seen floating on it's own on the sea bed.,"[93.83, 103.21]"
4,170.6,v_f0hh9bwVfV0, Another man is SCUBA diving and he lets go of his tank to demonstrate the buoyancy.,"[103.21, 121.98]"
5,170.6,v_f0hh9bwVfV0, The scene switches back to the group of air tanks with more text explaining.,"[121.98, 139.89]"
6,170.6,v_f0hh9bwVfV0, Another scene is shown with 2 tanks and a bag next to some trees.,"[139.89, 170.6]"
0,61.09,v_JnYteBN2LDI,A male bartender stands behind a bar in front of drinks and mixing cups.,"[0, 5.19]"
1,61.09,v_JnYteBN2LDI, The man picks up a steel sup and pours its contents of ice into a glass he holds in opposite hand.,"[5.8, 10.39]"
2,61.09,v_JnYteBN2LDI, The man then picks up a small steel shot glass and fills it with liquir.,"[10.39, 18.63]"
3,61.09,v_JnYteBN2LDI, The man then pours the liquir into from the shot glass into the glass cup with ice.,"[18.33, 24.74]"
4,61.09,v_JnYteBN2LDI, The man picks up another glass with red juice inside and pours it into the glass with ice before setting back down.,"[18.02, 24.74]"
5,61.09,v_JnYteBN2LDI, The man pours the cup with all the liquids into a mixing cup then uses it to cap and shake the mixer.,"[24.44, 35.43]"
6,61.09,v_JnYteBN2LDI," The man stops shaking and sepperates the two cups, setting them back on the counter.","[35.43, 38.18]"
7,61.09,v_JnYteBN2LDI, The man grabs a third empty glass and moves it to the opposite side of the counter.,"[37.88, 40.93]"
8,61.09,v_JnYteBN2LDI, The man picks up the mixer and pours its contents into the empty glass before setting it back down.,"[40.02, 47.35]"
9,61.09,v_JnYteBN2LDI, The man then adds a staw and miniature umbrella into the drink for decoration before holding up the glass.,"[48.26, 61.09]"
0,92.44,v_VCldTcZi0aE,There are several people gathered in an outdoor gymnasium.,"[12.02, 30.04]"
1,92.44,v_VCldTcZi0aE, There are people standing and seated in the bleachers watching about twelve band students performing.,"[30.04, 67.94]"
2,92.44,v_VCldTcZi0aE, Most of the players are drumming on the percussion instruments in a rhythmic tune.,"[67.94, 88.74]"
3,92.44,v_VCldTcZi0aE, The percussion players begin going round in a circle as they play the instruments.,"[88.74, 91.51]"
0,69.68,v_K8G5CBJtluY,A young man lying prone on a tiled floor with this hands behind his head and his knees bent attempts to perform a sit-up in front of a few friends.,"[0, 62.02]"
1,69.68,v_K8G5CBJtluY," As he brings his elbows towards his knees, a loud crack can be heard as the man laughs, ""That hurt my ass.","[1.74, 8.36]"
2,69.68,v_K8G5CBJtluY,""" He attempts a second sit-up and with another cracking sound, exclaims and grabs his buttocks.","[10.8, 17.77]"
3,69.68,v_K8G5CBJtluY," The man says, ""one more"" and attempts another time, after which he says, ""that felt horrible.","[22.65, 28.22]"
4,69.68,v_K8G5CBJtluY,""" The man struggles through nine more attempts before giving up to the amusement of his friends.","[31.71, 69.68]"
0,218.27,v_srXhWAGzd-s,A person is shown cleaning off the outside of a car.,"[5.46, 25.1]"
1,218.27,v_srXhWAGzd-s, The car is then driven inside of a shop.,"[89.49, 105.86]"
2,218.27,v_srXhWAGzd-s, Inside a man starts detailing the car once again and cleaning off the outside.,"[106.95, 175.71]"
3,218.27,v_srXhWAGzd-s, He spray paints parts of the car.,"[137.51, 156.06]"
4,218.27,v_srXhWAGzd-s, He sprays cleaner on the inside and outside of the car.,"[127.69, 210.63]"
5,218.27,v_srXhWAGzd-s, He wipes down all surfaces from inside and outside the car.,"[181.16, 210.63]"
0,164.1,v_b5GrYqt5tRQ,A group of men are holding maracas in the their hands and playing to some Reggae music.,"[7.38, 20.51]"
1,164.1,v_b5GrYqt5tRQ, One of the men begins singing in the microphone.,"[20.51, 47.59]"
2,164.1,v_b5GrYqt5tRQ, The rest of the men join him in singing the chorus.,"[47.59, 71.38]"
3,164.1,v_b5GrYqt5tRQ, They play the maracas as they sing the song.,"[71.38, 112.41]"
4,164.1,v_b5GrYqt5tRQ, The men also dance as they sing and play the maracas The lead singer sings solo for some time while the others play their maracas.,"[112.41, 163.28]"
5,164.1,v_b5GrYqt5tRQ, Then all the men join him in singing the song while playing their maracas.,"[163.28, 164.1]"
0,40.59,v_jCVi9xt3GUY,A woman is washing dishes with soap and a scrub in her kitchen sink.,"[10.55, 24.15]"
1,40.59,v_jCVi9xt3GUY, She takes the scrub that is soaked in liquid soap and scrubs it on the bowl to thoroughly clean it.,"[24.15, 35.72]"
2,40.59,v_jCVi9xt3GUY, She places the plates and bowls on top of each other in the sink as she washes them.,"[35.72, 37.95]"
0,66.6,v_CHkT4As5jZI,A bartender talks about how to make a proper cocktail.,"[5.66, 18.65]"
1,66.6,v_CHkT4As5jZI, He grabs a glass and puts ice in the glass.,"[17.98, 27.64]"
2,66.6,v_CHkT4As5jZI, He then mixes vodka and soda together in the glass.,"[27.64, 45.62]"
3,66.6,v_CHkT4As5jZI, He grabs a lemon and puts it in the glass to finish.,"[45.95, 56.27]"
0,70.61,v_jgNeMnPVfkQ,A player on the orange team skates with the puck until he is tripped up and falls.,"[0, 9.18]"
1,70.61,v_jgNeMnPVfkQ, Player 18 on the grey team retrieves the puck and makes a break down the ice perused by defenders.,"[5.3, 16.95]"
2,70.61,v_jgNeMnPVfkQ, Player 18 takes a shot on the goal.,"[15.89, 16.95]"
3,70.61,v_jgNeMnPVfkQ, The goalie on the orange team blocks the shot and puts the puck back into play.,"[16.95, 23.3]"
4,70.61,v_jgNeMnPVfkQ, Player 4 on the orange team takes the puck down the ice passing once to himself passed defenders.,"[22.6, 42.72]"
5,70.61,v_jgNeMnPVfkQ, Player 4 takes a shot on the goal and scores.,"[43.07, 43.78]"
6,70.61,v_jgNeMnPVfkQ, Player 4 and teammates celebrate and the win and skate off the ice.,"[43.43, 67.08]"
0,91.58,v_tQT-iQIv-KY,"A group of coaches, gymnasts and parents stand and sit around a gym while a few of the gymnasts perform or practice.","[0, 91.58]"
1,91.58,v_tQT-iQIv-KY, A young girl in purple does a balance beam routine.,"[8.7, 86.08]"
2,91.58,v_tQT-iQIv-KY, A girl in the back ground does a floor routine.,"[14.19, 62.73]"
3,91.58,v_tQT-iQIv-KY, When the floor routine ends the crowd all claps and several young gymnasts get up and walk around.,"[62.73, 87.46]"
4,91.58,v_tQT-iQIv-KY, A woman hold up a sign that says 965.,"[64.56, 71.43]"
5,91.58,v_tQT-iQIv-KY, The girl on the balance beam ends her routine and walks over and hugs a woman in purple.,"[84.71, 91.58]"
0,135.35,v_MbCAiWBhAjo,Lemons are thrown onto a counter and glasses of lemon-aid appear with ice in mason jars on the counter as well.,"[0, 9.47]"
1,135.35,v_MbCAiWBhAjo, Lemons are then rolled around against the counter back and forth evenly with the palm of a hand using firm pressure.,"[9.47, 26.39]"
